번호,제품명,업소명,신고번호
39489,항산화ㆍ혈압 건강엔 코엔자임Q10,광동헬스바이오(주) 2공장,200400200141934
39488,참 오메가-3,코스맥스바이오(주),200400200023804
39487,아일로 듀얼 슬림컷,(주)서흥,200400200062030
39486,안국 눈건강&혈당케어,주식회사 노바렉스2공장,200600200081185
39485,장에는 프로바이오틱스,코스맥스바이오(주),200400200023803
39484,천마추출물,(주) 대평,202100141037
39483,모닝 팡,숭인내추럴팜(주),2023000400013
39482,하이퍼마일리지 혈당케어,포항바이오파크,20100018018133
39481,위고핏,엔피케이(주),201000190041441
39480,시트러스 파워 드링크,주식회사 함소아제약 익산공장,202200186685
39479,익스트림 초임계 r-TG 오메가3 플러스,우리바이오(주),20190009483658
39478,정제3,고려은단 헬스케어(주),2016000600576
39477,프로바이오 시스(PROBIO SIS) (DIETARY SUPPLEMENT PRODUCT) (BOMI BRAND) <전량수출용>,일동바이오사이언스(주),20140017002576
39476,프리미엄징코홍삼침향(전량수출용),(주)청명자연과학,2013001702378
39475,한관장우황청심원(전량수출용),(주)청명자연과학,2013001702377
39474,홍삼 올웨이즈 (전량수출용),바산 고려홍삼(주),2004001706668
39473,칼슘마그네슘비타민D,이앤에스(주),2022002000281
39472,프로바이오락토비,주식회사 상상바이오,20200016052259
39471,코엔자임Q10,이앤에스(주),2022002000277
39470,리포샷비타민C1000 패션후르츠맛,(주)오투바이오,20130020008578
39469,마이핏 B 100억 이너케어 시크릿유산균,엠에스바이오텍(주),200400200201390
39468,Centrum daily nutrition pack 30 women Pro_30s,코스맥스엔비티(주),200700170352841
39467,콜라겐 정,아미코젠(주)문산제2공장,20040016037311
39466,비타민K2,(주)케이지앤에프,20040016020301
39465,팜델리 지속성 비타민C,파이토지노믹스 주식회사,2022001681381
39464,더베지 얌 콜라겐 2000,바이오디피씨(주),2023000462452
39463,K-health(케이헬스) 동방포,농업회사법인(주)글로벌금산진생,2020001635757
39462,YouthIt Vitamin C 500 Popping Powder (전량수출용),콜마비앤에이치(주)세종3공장,20240028080124
39461,내 변에 반하나,(주)휴온스푸디언스 금산3공장,20190016403193
39460,녹차 카테킨,이앤에스(주),2022002000278
39459,눈 건강 루아클리어,(주)서흥,200400200062029
39458,매일홍삼스틱제로,대동고려삼(주),20040020031544
39457,칼로커트,콜마비앤에이치(주)음성공장,200600200033100
39456,멀티미네랄파우더,대동고려삼(주),20040020031543
39455,멀티비타민 미네랄,이앤에스(주),2022002000279
39454,비타민B,이앤에스(주),2022002000282
39453,비타민C,이앤에스(주),2022002000276
39452,신미보 신(信) 프로폴리스 프리미엄,콜마비앤에이치(주)음성공장,200600200033099
39451,쏘팔메토 옥타코사놀,이앤에스(주),2022002000275
39450,알티지오메가3프리미엄골드,(주)오투바이오,20130020008579
39449,어린이홍삼 튼튼업,종근당건강(주),20040020016691
39448,이뮨 면역 알로에베라 젤리,엠에스바이오텍(주),200400200201391
39447,철분,이앤에스(주),2022002000280
39446,비타민D 4000IU,이앤에스(주),2022002000274
39445,퓨어크레아틴 파우더,코뉴,2019000437366
39444,천마흑삼정,에스에스바이오팜(주),20160012278201
39443,지금부터 알루알루 rTG오메가3,코스맥스바이오(주),200400200023802
39442,온가족 눈이 초롱초롱 빌베리 부스터,콜마비앤에이치(주)세종3공장,20240028080121
39441,알부민 정제,에스에스바이오팜(주),20160012278200
39440,새지마,에스에스바이오팜(주),20160012278207
39439,삼성홍루테인,에스에스바이오팜(주),20160012278198
39438,삼성프로폴리스,에스에스바이오팜(주),20160012278197
39437,삼성청명케어,에스에스바이오팜(주),20160012278208
39436,삼성 태동천,에스에스바이오팜(주),20160012278196
39435,변했어(Change),에스에스바이오팜(주),20160012278202
39434,두뇌보감 스틱,(주)신비바이오,2023000229655
39433,딥컷 다이어트,(주)유유헬스케어,200400151071195
39432,카티스 가자 마그샷,주식회사 네추럴웨이 포천 제2공장,20190004553340
39431,혈당굿유산균zone,(주)유유헬스케어,200400151071193
39430,ZOEWEL Probiotics(전량수출용),(주)비피도,20040015070462
39429,바나바잎 추출물,이앤에스(주),2022002000273
39428,매나붐 MannaBoom,콜마비앤에이치(주)세종3공장,20240028080122
39427,루테인지아잔틴,(주)씨엘팜,20160012132137
39426,럭키헬스적송원,에스에스바이오팜(주),20160012278204
39425,함소아 어린이 유산균,코스맥스엔비티(주),200700170352838
39424,닥터피엔티 비오프리 엑스오,콜마비앤에이치(주)세종3공장,20240028080123
39423,뉴스타트 밸런스(New Start Balance),에스에스바이오팜(주),20160012278199
39422,내몸가벼움 다이어트 환,(주)유디바이오,2020001635456
39421,기억력 혈당·혈행엔 브레인 골드,(주)오투바이오,20130020008577
39420,글루코션 블러드케어,주식회사 노바렉스2공장,200600200081184
39419,갱년기 아웃,에스에스바이오팜(주),20160012278203
39418,Magnesium 300mg Complex,(주)오투바이오,20130020008576
39417,Coleology Cutting Jelly(전량수출용),코스맥스바이오(주),200400200023801
39416,삼성흑삼녹용고,에스에스바이오팜(주),20160012278206
39415,종합비타민 미네랄,(주)파마피아,2020000997255
39414,경옥고(전량수출용),고려인삼과학주식회사,20040015039244
39413,퓨어젠 피크노제놀100mg,콜마비앤에이치(주)음성공장,200600200033098
39412,파인해안송,에스에스바이오팜(주),20160012278205
39411,초코맛 칼마디,콜마비앤에이치(주)세종3공장,20240028080120
39410,꽉찬뼈,주식회사 해나눔 청운지점,2022001309327
39409,우리아기 비타민D 1초 드롭,코스맥스엔비티(주),200700170352840
39408,리피어라 질건강 생유산균,코스맥스엔비티(주),200700170352839
39407,뉴티큐,(주)유유헬스케어,200400151071194
39406,지속성 비타민C 1000,주식회사 노바렉스,200400200083081
39405,아르테폴리스 덴티케어,코스맥스바이오(주),200400200023800
39404,눈 앤 간건강 루테인 밀크씨슬,우리바이오(주),20190009483657
39403,ATOMY LACTIUM(터키수출용),콜마비앤에이치(주)음성공장,200600200033096
39402,해비타 듀얼랩 이뮨,주식회사케이지이,2019001029750
39401,Probiotics Pop(Llamito Brand)(Dietary Supplement Product) (전량수출용),콜마비앤에이치(주)음성공장,200600200033097
39400,눈꽃동충하초 6년근 홍삼스틱,(주)믿음의나무 농업회사법인,2014002000228
39399,비오틴 7000,이앤에스(주),20120017002252
39398,배초향ㆍ고지베리ㆍ무화과복합추출물,(주)보락,2004001704717
39397,리포좀 비타민CD +,우리바이오(주),20190009483656
39396,맨드로포즈 +,(주)한국씨엔에스팜,200400200073242
39395,당-잡아,동서바이오팜(주) 안성공장,20220011370210
39394,더나은 리포좀 비타민C 500,우리바이오(주),20190009483655
39393,코큐텐 액티브 100mg,엔피케이(주) 2공장,2021001622986
39392,엑스가우틴 II,(주)뉴트롬,2015001000275
39391,셀로맥스 헤모커리 에픽,주식회사 노바렉스,200400200083082
39390,관절원 골드,엔피케이(주),201000190041440
39389,Limosilactobacillus reuteri 1011(수출전용),(주)쎌바이오텍,200400170171297
39388,스트레스와 피로 개선 & 간 건강 면역 에너지샷 (Stress Fatigue & Liver Care Immunity Energy Shot),주식회사 노바렉스2공장,200600200081183
39387,키즈 펀프로바이오틱스 3중기능성,코스맥스엔비티(주),200700170352837
39386,혈당케어 홍삼스틱,(주)일화,20040015100260
39385,황후의 비책,주식회사 동진제약,2004002006097
39384,CIALM LP유산균분말(원료),재단법인 농축산용미생물산업육성지원센터,202400266321
39383,바조로아테카 I,(주)뉴트롬,2015001000276
39382,비타T유닛,주식회사 셀로닉스,2014002007345
39381,활력 비타민B 컴플렉스,(주)웰레스트,20230029284116
39380,프리미엄 유산균 17,(주)유디바이오,2020001635455
39379,인사통령플러스,(주)웰레스트,20230029284115
39378,닥터박스 장 건강엔 100억 프로바이오틱스,(주)메디오젠 충주공장,20180012174466
39377,엠디레시피 슬림컷 다이어트,(주)뉴트리케어,2020000474655
39376,근력큐민 난각막 관절부스터,(주)서흥헬스케어 2공장,2018001205675
39375,혈압케어 코엔자임Q10 Max,광동헬스바이오(주) 2공장,200400200141932
39374,프리미엄 NMN 67500mg,대원헬스케어 주식회사 2공장,20172880193288
39373,초임계 쏘팔메토 로르산 115 옥타코사놀 플러스,대원헬스케어 주식회사 2공장,20172880193289
39372,징코T유닛,주식회사 셀로닉스,2014002007346
39371,Kid's 비타민D 1000IU,(주)한풍네이처팜,201200190071059
39370,비오틴10000 건조효모 셀레늄 11종 복합 기능성,(주)파마피아,2020000997254
39369,쏙쏙 다이어트 커피맛(전량수출용),주식회사 아람,20110017019166
39368,위타민 알티지 오메가3,(주)알피바이오,200400170061778
39367,비채리바,에스에스바이오팜(주),20160012278194
39366,닥터슈퍼칸 밀크씨슬 & 이뮨샷,주식회사 네추럴웨이 포천 제2공장,20190004553339
39365,프리미엄 지속성 중성 비타민C,(주)비오팜,200400170211748
39364,띵똥 차전자피 가르시니아 환,(주)한풍네이처팜,201200190071057
39363,케이파이 스르르,(주)한풍네이처팜,201200190071056
39362,튼튼성장플러스,주식회사한미양행,200400150832196
39361,칼큐민,주식회사한미양행,200400150832199
39360,제트칼슘프로,코뉴,2019000437365
39359,이시형박사의 두뇌엔 PS 진,주식회사 네추럴웨이,20040015104311
39358,쏘팔파워7,주식회사한미양행,200400150832198
39357,세리컷 프레소 V2(전량 수출용),(주)빈스힐,2015000609219
39356,비피유 비피더스 면역플러스 프로바이오틱스,(주)비피도,20040015070461
39355,브이컷 다이어트 케어샷,주식회사 네추럴웨이 포천 제2공장,20190004553338
39354,베스트 앤 고잉 웰(Best and Going Well),주식회사한미양행,200400150832197
39353,두뇌엔 PS 브레인 플러스 포스파티딜세린+아연 프리미엄 맥스,(주)허브큐어,20040015162521
39352,글루타베닉 II,(주)뉴트롬,2015001000274
39351,인플핏 나이트 잔티젠 다이어트,주식회사 노바렉스2공장,200600200081182
39350,굿밸런스 싸이민,(주)한풍네이처팜,201200190071058
39349,깨끗한 이별,에스에스바이오팜(주),20160012278193
39348,비타민D3 5000IU,(주)웰레스트,20230029284113
39347,비피움 간건강 밀크씨슬,코스맥스바이오(주),200400200023799
39346,빼리스타 다이어트 카페 아메리카노맛,(주)웰레스트,20230029284112
39345,빼리스타 다이어트 카페 헤이즐넛향,(주)웰레스트,20230029284114
39344,아이솔루션 루테인지아잔틴,(주)서흥,200400200062028
39343,애터미 리바이탈 멀티팩,콜마비앤에이치(주)음성공장,200600200033094
39342,애터미 맨 멀티팩,콜마비앤에이치(주)음성공장,200600200033095
39341,애터미 우먼 멀티팩,콜마비앤에이치(주)음성공장,200600200033093
39340,요가드(YOGUARD),에스에스바이오팜(주),20160012278195
39339,카리원쏘팔텐골드,엔피케이(주) 2공장,2021001622985
39338,하루 1알 에너지 비타민B MIX,(주)웰레스트,20230029284109
39337,피부건강 리얼 레티놀 A,주식회사 코스팜,20172880236350
39336,6년근 고려홍삼정스틱 VIP,대동고려삼(주),20040020031542
39335,관절건강 콘드로이친 뮤코다당단백 1200+,(주)유니쎌팜,20040020028791
39334,나를 위한 쏘팔메토&옥타코사놀,주식회사 노바렉스2공장,200600200081181
39333,유산균발효굴추출물 (FGO),(주)마린바이오프로세스,201100160064
39332,뚜띠 루테인,(주)웰레스트,20230029284110
39331,리얼 홍삼정 데일리 스틱,대동고려삼(주),20040020031541
39330,단븨 비타민 아연&유산균,(주)유유헬스케어,200400151071236
39329,뼈관절엔 조인트본 부스터,주식회사 노바렉스,200400200083080
39328,유기농 발효홍삼농축액15,대동고려삼(주),20040020031540
39327,쿨멜팅 리포좀 비타민D,콜마비앤에이치(주)세종3공장,20240028080119
39326,트리밀데이즈 톡톡C 비타팝스틱,광동헬스바이오(주) 2공장,200400200141931
39325,프리벤트라 신경 근육엔 마그네슘+비타민B6,(주)웰레스트,20230029284111
39324,진짜 맛있는 알로에 이뮨베라 면역 플러스 젤리 스틱,엠에스바이오텍(주),200400200201389
39323,고투카원,(주)건풍바이오,2004001901440
39322,피부건강 먹는 레티놀A,주식회사 코스팜,20172880236351
39321,관절살리도 효,대원헬스케어 주식회사 2공장,20172880193287
39320,홍삼농축액7,농업회사법인(주)크레타바이오,2015001204922
39319,홍삼농축액골드,농업회사법인(주)크레타바이오,2015001204921
39318,익스트림 리포좀 비타민B 컴플렉스,우리바이오(주),20190009483654
39317,애터미 에센셜 멀티팩,콜마비앤에이치(주)음성공장,200600200033090
39316,비오틴 10000,(주)케이지앤에프,20040016020300
39315,루테인 미니 플러스+,콜마비앤에이치(주)음성공장,200600200033091
39314,닥터모먼트 테아닌,주식회사 상상바이오,20200016052258
39313,고려 흑삼정 로얄,대동고려삼(주),20040020031539
39312,케이에세르 호아,한독화장품(주),2011001701634
39311,올인원 활성형 엽산 800,콜마비앤에이치(주)음성공장,200600200033092
39310,리데일리칼슘,풀무원건강생활(주),20040020001430
39309,닥터웰퀸즈 알파(α) 액상 철분,주식회사 노바렉스,200400200083078
39308,글루콘산아연가득,(주)유디바이오,2020001635454
39307,본가드,(주)두루원,20040020010404
39306,블루션,주식회사 노바렉스2공장,200600200081180
39305,굿락토&D GoodLacto&D,(주)메디오젠 충주공장,20180012174465
39304,"관절, 기억력엔 프리미엄 시크릿듀오 전호 플러스 은행잎",주식회사 노바렉스,200400200083079
39303,올인원 우리가족 멀티비타민,(주)웰레스트,20230029284108
39302,퍼펙트 엠에스엠(MSM),한국바이오팜(주),20220021067109
39301,리포좀 비타민C 스틱,(주)허브큐어,20040015162520
39300,목천료추출분말,(주)지앤피바이오사이언스,202000029932
39299,건기남의 포스파티딜세린,에이치엔웨이,2018001231072
39298,메타임 골드(Metaim gold),원바이오 주식회사,2022000481839
39297,아침에수현강황365프리미엄(전량수출용),농업회사법인지에이치내츄럴,2015000221749
39296,퓨어크레아틴,코뉴,2019000437364
39295,힙스 마그필 릴렉스,주식회사 네추럴웨이 포천 제2공장,20190004553337
39294,간에 좋은 밀크씨슬 리버케어 골드 (전량수출용),(주)세종바이오팜,20190009105412
39293,관절엔 뮤코다당 단백 (콘드로이친) 1200,두리농산,2004001703551
39292,리포멜팅 비타민C,주식회사 이수바이오,20130017122128
39291,수면건강 잠:편한 아쉬아간다,코스맥스엔비티(주),200700170352836
39290,오늘부터 버닝워터,동서바이오팜(주) 안성공장,20220011370209
39289,쾌변앤직빵 차전자피,(주)비오팜,200400170211747
39288,해윰 슬림케어,(주)뉴팜,20040017014654
39287,혈행팔팔골드,(주)세종바이오팜,20190009105411
39286,혼일 비엔에프,동서바이오팜(주) 안성공장,20220011370208
39285,슈퍼콤,(주)네이처텍,20040020004587
39284,길팁 미네랄 부스터,(주)아오스,20140020012197
39283,가르시니아다이어트부스트업,(주)유유헬스케어,200400151071192
39282,17종 혼합유산균 2011,(주)쎌바이오텍,200400170171296
39281,BNS 두뇌인지력엔 포스파티딜세린,노비스바이오(주),20040020041532
39280,더좋은 릴리즈 비타민C,(주)비오팜,200400170211746
39279,밀크씨슬 리버케어,(주)비오팜,200400170211743
39278,지속성 비타민C 10시간 (HOURS),(주)비오팜,200400170211745
39277,튼튼닷컴 나토키나제 프리미엄,(주)비오팜,200400170211744
39276,피노젠 비타민E,(주)한국씨엔에스팜,200400200073239
39275,프라임 멀티비타민,동서바이오팜(주) 안성공장,20220011370207
39274,HIGH PURITY PLUS FISH OIL,(주)서흥,200400200062027
39273,닥스바이옴 메타,(주)메디오젠 충주공장,20180012174464
39272,비피도 핏 다이어트,코스맥스바이오(주),200400200023798
39271,스킨콜라겐 시그니처,코스맥스바이오(주),200400200023797
39270,울트라 멀티비타민 B&C,광동헬스바이오(주) 2공장,200400200141930
39269,칼마디,주식회사 노바렉스,200400200083077
39268,칼슘 마그네슘 아연 비타민D,주식회사 뉴트리플래닛,2019001602451
39267,코엔자임큐텐 맥스 100 mg,주식회사 노바렉스2공장,200600200081179
39266,큐업,(주)메디오젠 충주공장,20180012174463
39265,팜스빌 멀티비타민미네랄,(주)한국씨엔에스팜,200400200073240
39264,팜스빌 튼튼 홍삼,(주)한국씨엔에스팜,200400200073241
39263,퓨어젠 비타민DK2,(주)서흥 오송2공장,20172880295109
39262,이뮨 머쉬룸,(주)비오팜,200400170211742
39261,피부 오메가7 보라지유부스터,콜마비앤에이치(주)음성공장,200600200033089
39260,울트라쾌변 슬림비책,두리농산,2004001703550
39259,키즈 점프업 플러스 칼슘젤리 애플망고맛,주식회사웰파인,20130015151118
39258,관절편환,대동고려삼(주),20040020031538
39257,락티카제이바실러스람노서스혼합분말,(주)서흥,200400200062026
39256,삼성 순식물성MSM 골드 케어,(주)씨이에스팜,2022002132840
39255,이너셋 관절건강 MSM,(주)유니쎌팜,20040020028790
39254,장용성 초임계 알티지오메가3 2000+,주식회사 노바렉스2공장,200600200081178
39253,혈당케어엔 바나바,대원헬스케어 주식회사 2공장,20172880193286
39252,여에스더 그린커피빈 다이렉트,주식회사 바이오360,2020001620214
39251,닥터디엣 컨트롤 다이렉트,(주)신비바이오,2023000229654
39250,6년근고려진홍삼데일리스틱,케이지랩 주식회사,20040017038267
39249,뉴트리미 프로바이오텍트 플러스 이뮨,코스맥스엔비티(주),200700170352835
39248,프리미엄 베이비 비타민D아연,코스맥스엔비티(주),200700170352833
39247,프리미엄 베이비 프로바이오틱스,코스맥스엔비티(주),200700170352834
39246,모어네이처 이지뷰티 레티놀 글루겐C,콜마비앤에이치(주)세종3공장,20240028080118
39245,보령 장건강 프로바이오틱스,콜마비앤에이치(주)음성공장,200600200033088
39244,에스트로업 이알,(주)서흥,200400200062025
39243,닥터디엣 부기 다이렉트,(주)신비바이오,2023000229653
39242,"Pre, Pro & Postbiotic Complex 55 Billion CFU 5 Billion CFU Guaranteed",(주)한미양행 선유공장,2022001022274
39241,SLIMNIGHT CLA ONEDAYPLUS(전량수출용),코스맥스바이오(주),200400200023796
39240,iLELE®藻油DHA软胶囊 (iLELE® algal oil DHA softgel)(전량수출용),코스맥스바이오(주),200400200023795
39239,비오유엠,(주)알피바이오,200400170061776
39238,황제보력환,(주)한국네스트 제2공장,2021000227313
39237,뮤코다당단백분말,주식회사 엠에스씨,2004001601265
39236,활력건강 비타민B군 밀크씨슬 컴플렉스,주식회사한미양행,200400150832194
39235,악마다이어트 슬림컷 젤리 푸룬맛,주식회사 네추럴웨이 포천 제2공장,20190004553335
39234,악마다이어트 슬림컷 젤리 샤인머스캣맛,주식회사 네추럴웨이 포천 제2공장,20190004553334
39233,마그업 릴리프,주식회사 네추럴웨이 포천 제2공장,20190004553333
39232,마그너지 샷,주식회사 네추럴웨이 포천 제2공장,20190004553336
39231,관절튼튼 뮤코다당단백[콘드로이친] 비타민D 망간,우리바이오(주),20190009483651
39230,데일리젤리스틱 알로에 이뮨 & 슈가컷,(주)알피바이오,200400170061777
39229,리버케어 액티브 (전량수출용),(주)세종바이오팜,20190009105410
39228,멀티비타민 미네랄 츄어블,이앤에스(주),20120017002251
39227,강화프레스샷,고려제약(주),2004001705427
39226,정제1,고려은단 헬스케어(주),2016000600574
39225,정제2,고려은단 헬스케어(주),2016000600575
39224,종합비타민 미네랄 22,(주)파마피아,2020000997253
39223,케이 에세르 눈건강 간건강,우리바이오(주),20190009483653
39222,하이맨쏘팔메토옥타디,케이지랩 주식회사,20040017038266
39221,이너겐 플러스,우리바이오(주),20190009483652
39220,잇튼튼,엔피케이(주),201000190041439
39219,활력충전 멀티비타민&미네랄,(주)한풍네이처팜,201200190071055
39218,올인원 액티브 활성 엽산 (활성형) 800 비타민D 1000IU,주식회사 상상바이오,20200016052257
39217,Glucosamine MSM Complex,주식회사한미양행,200400150832193
39216,덴티칼슘 플러스,주식회사 코스팜,20172880236353
39215,닥터박스 뼈건강엔 칼마디K+아연,콜마비앤에이치(주)음성공장,200600200033087
39214,관절연골엔 소연골 콘드로이친 뮤코다당단백 1200,대원헬스케어 주식회사 2공장,20172880193285
39213,팜스슈퍼헴철필앤써큐,주식회사 굿씨드,20080015058108
39212,유산균N굿바이옴,(주)비피도,20040015070460
39211,통쾌한코 쑥부쟁이,주식회사웰파인,20130015151117
39210,맑은하루 플러스E,(주)한국씨엔에스팜,200400200073238
39209,슬림쏙 플러스,주식회사 프롬바이오 익산공장,2019001407159
39208,빠져서 좋아,(주)한풍네이처팜,201200190071053
39207,K2&K1+D3,(주)한풍네이처팜,201200190071054
39206,인지기능엔 흰목이,풀무원건강생활(주),20040020001429
39205,올케어 오마비 솔루션팩,콜마비앤에이치(주)음성공장,200600200033086
39204,원몰 프리미엄 비타민씨,주식회사 상상바이오,20200016052256
39203,듀오락 골드 베이비,(주)쎌바이오텍,200400170171294
39202,듀오락 골드 키즈,(주)쎌바이오텍,200400170171295
39201,루테인 지아잔틴 아담,코스맥스엔비티(주),200700170352832
39200,칼슘마그네슘D 츄어블,이앤에스(주),20120017002250
39199,OIC PREMIUM 엔:오365,(주)유유헬스케어,200400151071235
39198,비피도박테리움 애니말리스 락티스 엠지(MG)741,(주)메디오젠 충주원료공장,202400280958
39197,비타민C1000+D,(주)한국씨엔에스팜,200400200073236
39196,브레인 포스파티딜세린 300,(주)웰레스트,20230029284107
39195,리모시락토바실러스 퍼멘텀 엠지(MG)5159,(주)메디오젠 충주원료공장,202400280957
39194,닥스바이옴 키즈,(주)메디오젠 충주공장,20180012174461
39193,뉴트리메이드 코엔자임Q10 데일리밸런스,(주)한국씨엔에스팜,200400200073237
39192,난각막 프리미엄,주식회사 노바렉스,200400200083074
39191,관절엔 아나파랙틴,광동헬스바이오(주) 2공장,200400200141928
39190,간&장,코스맥스엔비티(주),200700170352829
39189,두뇌엔 프리미엄 PS 300 포스파티딜세린,(주)한풍네이처팜,201200190071052
39188,엔지엔 위편한 백편두,주식회사 노바렉스,200400200083076
39187,원데이스킨솔루션,광동헬스바이오(주) 2공장,200400200141929
39186,지엘풋 다이어트,(주)메디오젠 충주공장,20180012174462
39185,혈압·콜레스테롤엔 코엔자임Q10/홍국,주식회사 노바렉스,200400200083075
39184,뉴웰라 혈당컷 옐로,우리바이오(주),20190009483650
39183,니아르 가르시니아(NE:AR Garcinia)(전량수출용),(주)비오팜,200400170211741
39182,오메가 솔루션2,코스맥스엔비티(주),200700170352830
39181,우리아기 안심 유산균 D드롭스,코스맥스엔비티(주),200700170352831
39180,어용비책 제로핏(수출용),엔피케이(주),201000190041437
39179,어용비책 레드톡스(수출용),엔피케이(주),201000190041436
39178,아이C유닛,주식회사 셀로닉스,2014002007340
39177,벤포밸런스,엔피케이(주),201000190041438
39176,무브굿 & K,(주)한풍네이처팜,201200190071051
39175,리뷰트,주식회사 상상바이오,20200016052255
39174,햇살채움 비타민D,콜마비앤에이치(주)음성공장,200600200033084
39173,맨즈 쏘팔옥타,(주)한국씨엔에스팜,200400200073235
39172,LAB2PRO 6 Strain Oil Drop Mixture(수출전용),(주)쎌바이오텍,200400170171293
39171,세븐데이즈클린 인솔루션,동서바이오팜(주) 안성공장,20220011370206
39170,인사라겐,엔피케이(주),201000190041435
39169,쏘팔메토 옥타코사놀 부스터샷,(주)건보,20040019002121
39168,뼈앤칼마디,엔피케이(주),201000190041434
39167,바이본정,주식회사 프롬바이오 익산공장,2019001407158
39166,황제우황청심원(전량수출용),(주)청명자연과학,2013001702375
39165,혈행건강 프로젝트 365 알티지 오메가3 미니,우리바이오(주),20190009483649
39164,프리미엄 글루타치온 화이트 플러스(전량수출용),(주)세종바이오팜,20190009105198
39163,특허받은 듀얼액션 유산균,코스맥스엔비티(주),200700170352826
39162,키즈 알티지 오메가3 구미 3중기능성,(주)알피바이오,200400170061775
39161,오메가 솔루션1,코스맥스엔비티(주),200700170352827
39160,여에스더 어린콜라겐 레티놀A 플러스업,큐어라벨(주),20040017016663
39159,에스큐제약 프로바이오틱스 생 유산균,(주)씨티씨바이오,20040017059302
39158,모데오 다이어트 버닝버니,주식회사 아람,20110017019165
39157,닥터박스 기억력엔 징코 포스파티딜세린 PS,콜마비앤에이치(주)음성공장,200600200033085
39156,네오메딕스 맨포뮬러,우리바이오(주),20190009483648
39155,갱년기여성 N 미작 플러스,노비스바이오(주),20040020041536
39154,YouthGlow Collagen (유스글로우 콜라겐)(전량수출용),코스맥스엔비티(주),200700170352828
39153,홍삼정 패밀리타임샷,(주)팜텍코리아,20040015191221
39152,엘포틴 관절케어,(주)하티,2011001507112
39151,에스랩 칼슘마그네슘D,주식회사 다움,20040016034170
39150,두빼빼 체인지업,주식회사 다움,20040016034169
39149,고려 홍삼정 골드 스틱,영농조합법인 물댄동산,2014001604318
39148,Mixed Probiotics BM,주식회사 락토메이슨,20100016005422
39147,6년근 홍삼농축액,영농조합법인 물댄동산,2014001604317
39146,DKG 천삼 침향 환(DKG HEAVENWOOD HWAN),대동고려삼(주),20040020031537
39145,PS70밸런스,(주)오투바이오,20130020008575
39144,엔지엔 면역강화 베타글루칸&밀크씨슬,주식회사 노바렉스,200400200083073
39143,아마레 썬셋,(주)서흥,200400200062024
39142,홍삼정 스틱 리미티드,(주)한풍네이처팜,201200190071049
39141,Coleology Bowel Movement Jelly(전량수출용),코스맥스바이오(주),200400200023794
39140,GNC WOMEN® Vitapak® Program Pro(전량수출용),주식회사 노바렉스,200400200083072
39139,근력 관절 근:강한 커큐민&NAG 플러스,(주)네이처텍,20040020004586
39138,Babimoon Probiotics(전량수출용),(주)비피도,20040015070459
39137,B풍당당,(주)삼진GNF,2006001510985
39136,두뇌엔 닥터PS 70 엘리트,주)팜크로스,200400151101237
39135,스트레스메이트 플러스,(주)한미양행 선유공장,2022001022273
39134,슬림다이어트 가르시니아1000,주식회사한미양행,200400150832190
39133,테라트리 관절투데이,주식회사한미양행,200400150832191
39132,레드 퓨어 크레아틴,(주)원네스팜,2021001827716
39131,블러드 케어 올-인-원 헬스 (Blood Care All-in-One Health),주식회사 노바렉스2공장,200600200081177
39130,비타민B컴플렉스,(주)웰레스트,20230029284106
39129,센트룸 타마플렉스 올인원 관절·연골·근육,콜마비앤에이치(주)음성공장,200600200033083
39128,닥터그레잇 포스파티딜세린 징코,한국바이오팜(주),20220021067108
39127,아이엠미 글루 컷 다이어트,주식회사 휴럼,2004002002555
39126,혈당원 골드,엔피케이(주),201000190041433
39125,픽치 이펙트 플러스 화이트닝,(주)한풍네이처팜,201200190071048
39124,"Young NMN 81,000 Plus(전량수출용)",케이지랩 주식회사,20040017038263
39123,리얼케이투 & D3,(주)한풍네이처팜,201200190071050
39122,연세 MSM 하트 관절케어,(주)씨이에스팜,2022002132839
39121,앱소아이리버,주식회사 노바렉스,200400200083071
39120,순환핏 다이어트,엔피케이(주),201000190041432
39119,태기원 (泰氣元),(주)모아라이프플러스,202400206631
39118,필리 밀크씨슬,코스맥스엔비티(주),200700170352825
39117,프리미엄발효침향홍삼단(전량수출용),(주)청명자연과학,2013001702376
39116,오큐메이트 rTG,케이지랩 주식회사,20040017038264
39115,면역N피코민,케이지랩 주식회사,20040017038265
39114,루테인&오메가3 9종 복합 기능성,주식회사 네이처팩토리,2021001285542
39113,비타민C 1000,이앤에스(주),2022002000272
39112,홍삼 플러스,(주)웰레스트,20230029284104
39111,혈당엔 바나바,(주)웰레스트,20230029284105
39110,코오롱마그네슘400mg,(주)오투바이오,20130020008574
39109,카보다운,주식회사 상상바이오,20200016052253
39108,인산인해 포스파티딜세린 앤 징코,콜마비앤에이치(주)음성공장,200600200033080
39107,이뮨&상황버섯,풀무원건강생활(주),20040020001428
39106,에프-드림 리퀴드,주식회사 아리너스,20110020099326
39105,아이원 더 퍼스트 루테인지아잔틴 아스타잔틴,(주)서흥헬스케어,20130020024442
39104,아이소밸런스,주식회사 상상바이오,20200016052254
39103,뼈로 가는 K2,콜마비앤에이치(주)음성공장,200600200033081
39102,가화인 프리미엄,주식회사 노바렉스2공장,200600200081176
39101,마관절 프리미엄100,드림바이오(주),2016000396679
39100,멀티비타민 for 실버 Pro,(주)한풍네이처팜,201200190071047
39099,보르딘 유산균,주식회사 내츄럴엔,20200012016182
